Humidity,Temperature,Smoke,Status
40.1,28.2,44604,2
42.1,28.2,14434,2
42.1,28.2,21984,2
41.1,28.2,13073,2
40.1,28.2,35940,2
43.1,28.2,35238,2
42.1,28.2,41277,2
45.1,28.3,13981,2
40.1,28.3,14812,2
42.1,28.2,31691,2
40.1,28.2,18266,2
43.1,28.2,43677,2
43.1,28.2,35536,2
44.1,28.2,41418,2
44.1,28.2,30891,2
44.1,28.2,28955,2
42.1,28.2,35328,2
43.1,28.3,40945,2
44.1,28.3,19085,2
41.1,28.2,27242,2
40.1,28.2,35380,2
43.1,28.2,44181,2
41.1,28.2,33783,2
41.1,28.2,35411,2
43.1,28.2,22959,2
40.1,28.2,8108,2
51.5,35.2,800,0
59.5,35.2,800,0
52.9,35.2,800,0
51.9,35.2,800,0
53,35.2,800,0
56,35.2,800,0
59.1,35.2,800,0
58.1,35.2,800,0
61,35.2,800,0
53,35.2,800,0
54.9,35.2,800,0
60.9,35.2,800,0
54.8,35.2,800,0
61.8,35.2,800,0
53.7,35.2,800,0
54.6,35.2,800,0
61.5,35.2,822,0
54.4,35.2,838,0
56.3,35.2,854,0
56.3,35.2,872,0
51.3,35.2,904,0
59.3,35.2,898,0
52.3,35.2,918,0
51.2,35.2,918,0
61.2,35.2,894,0
57.1,35.2,884,0
61.1,35.2,872,0
51.1,35.2,862,0
58.1,35.2,868,0
52.1,35.3,850,0
52.1,35.3,866,0
54.1,35.3,872,0
56.1,35.3,866,0
61,35.2,882,0
51,35.2,880,0
51,35.3,884,0
52,35.3,866,0
52,35.3,858,0
60,35.3,842,0
60.9,35.2,834,0
56.9,35.2,844,0
55.9,35.3,850,0
50.9,35.3,848,0
53.9,35.3,822,0
56.9,35.3,824,0
52.9,35.3,814,0
59.9,35.3,820,0
52.9,35.3,810,0
57.9,35.3,800,0
52.9,35.3,802,0
57.8,35.3,800,0
56.8,35.3,800,0
57.8,35.3,808,0
51.8,35.3,800,0
53.7,35.3,800,0
50.7,35.3,800,0
51.7,35.3,800,0
54.7,35.3,800,0
50.7,35.3,800,0
55.7,35.3,800,0
60.7,35.3,804,0
52.7,35.3,802,0
50.7,35.3,800,0
52.7,35.3,800,0
58.6,35.3,820,0
50.6,35.3,812,0
50.6,35.3,842,0
60.6,35.3,826,0
53.6,35.3,832,0
51.5,35.2,830,0
50.5,35.2,822,0
51.5,35.2,840,0
53.5,35.2,848,0
51.5,35.2,856,0
52.5,35.2,864,0
50.6,35.3,890,0
59.6,35.3,926,0
50.5,35.2,954,0
55.5,35.2,948,0
50.5,35.2,948,0
59.5,35.2,924,0
57.5,35.2,934,0
58.5,35.2,938,0
50.6,35.2,924,0
54.6,35.2,916,0
58.6,35.2,926,0
59.6,35.2,934,0
53.6,35.2,914,0
57.6,35.2,922,0
51.6,35.2,972,0
54.6,35.2,1074,0
59.6,35.2,1254,1
58.6,35.2,1292,1
54.8,35.2,1257,1
53.8,35.2,1279,1
59,35.2,1323,1
51,35.2,1338,1
57.1,35.2,1344,1
61.1,35.2,1347,1
54.2,35.2,1341,1
60.2,35.2,1352,1
60.3,35.2,1345,1
53.3,35.2,1350,1
53.3,35.2,1375,1
53.3,35.2,1386,1
58.3,35.3,1386,1
52.3,35.3,1398,1
61.2,35.2,1374,1
60.2,35.2,1345,1
54.2,35.3,1335,1
54.3,35.3,1328,1
57.3,35.3,1362,1
51.3,35.2,1385,1
51.3,35.2,1383,1
59.3,35.2,1374,1
57.3,35.2,1355,1
52.4,35.2,1350,1
53.4,35.2,1336,1
57.4,35.3,1340,1
51.4,35.3,1347,1
56.4,35.3,1351,1
52.4,35.3,1355,1
53.4,35.3,1476,1
51.4,35.3,1572,1
61.4,35.3,1134.1,1
58.4,35.3,1152.8,1
52.4,35.3,1183.6,1
51.4,35.3,1184.7,1
56.5,35.3,1195.7,1
61.5,35.3,1208.9,1
54.5,35.3,1235.3,1
61.5,35.3,1229.8,1
61.5,35.3,1240.8,1
51.5,35.3,1232,1
54.5,35.3,1232,1
60.5,35.3,1224.3,1
52.5,35.3,1212.2,1
53.5,35.3,1177,1
61.5,35.3,1145.1,1
60.5,35.3,1128.6,1
54.4,35.3,1560,1
53.4,35.3,1548,1
51.5,35.3,1522,1
54.5,35.3,1506,1
60.5,35.3,1520,1
51.5,35.3,1509,1
57.4,35.3,1510,1
51.4,35.3,1510,1
60.4,35.3,1505,1
61.4,35.3,1515,1
54.4,35.3,1497,1
57.4,35.3,1497,1
51.4,35.3,1480,1
54.4,35.4,1479,1
56.4,35.4,1467,1
55.4,35.4,1475,1
56.4,35.4,1504,1
52.4,35.4,1506,1
55.4,35.4,1563,1
53.4,35.4,1571,1
56.4,35.4,1124.2,1
59.3,35.4,1170.4,1
61.3,35.4,1164.9,1
51.3,35.4,1152.8,1
55.3,35.4,1180.3,1
53.3,35.4,1189.1,1
53.3,35.4,1222.1,1
59.3,35.4,1251.8,1
53.3,35.4,1277.1,1
55.4,35.4,1280.4,1
55.4,35.4,1216.6,1
57.4,35.4,1162.7,1
52.4,35.4,1129.7,1
59.4,35.4,1546,1
61.4,35.4,1451,1
51.5,35.4,1436,1
53.5,35.4,1420,1
53.6,35.5,1417,1
61.6,35.5,1389,1
61.6,35.4,1387,1
61.6,35.4,1389,1
56.6,35.5,1390,1
52.6,35.5,1392,1
52.6,35.4,1390,1
59.6,35.4,1397,1
61.6,35.4,1393,1
59.6,35.4,1405,1
51.6,35.5,1402,1
59.6,35.5,1399,1
52.5,35.4,1416,1
55.5,35.4,1430,1
51.6,35.5,1429,1
52.6,35.5,1448,1
60.5,35.5,1461,1
51.5,35.5,1478,1
54.5,35.5,1489,1
52.5,35.5,1498,1
56.4,35.5,1508,1
53.4,35.5,1513,1
61.4,35.5,1513,1
61.4,35.5,1495,1
56.4,35.5,1479,1
59.4,35.5,1491,1
55.4,35.5,1495,1
60.4,35.5,1497,1
57.3,35.5,1490,1
59.3,35.5,1491,1
61.3,35.5,1516,1
61.3,35.5,1550,1
61.3,35.5,1555,1
58.3,35.5,1573,1
54.3,35.6,1590,1
61.3,35.6,1172.6,1
53.2,35.5,1384.9,1
55.2,35.5,885.3333333,1
56.3,35.6,905.3333333,1
60.3,35.6,905.3333333,1
54.2,35.5,907.3333333,1
51.2,35.5,912.6666667,1
61.3,35.5,886.6666667,1
51.3,35.5,907.3333333,1
58.3,35.6,922.6666667,1
57.3,35.6,928.6666667,1
54.3,35.6,941.3333333,1
51.3,35.6,948.6666667,1
54.3,35.6,961.3333333,1
60.3,35.6,980.6666667,1
61.3,35.6,1015.333333,1
59.3,35.6,1036.666667,1
55.3,35.6,1021.333333,1
58.3,35.6,1002,1
53.3,35.6,1003.333333,1
53.3,35.6,1001.333333,1
55.3,35.6,998.6666667,1
61.3,35.6,1010,1
60.2,35.6,1008.666667,1
55.2,35.6,1011.333333,1
60.2,35.6,1030.666667,1
58.2,35.6,1015.333333,1
59.2,35.6,1028.666667,1
57.2,35.6,1043.333333,1
59.2,35.6,1052.666667,1
58.2,35.6,1070,1
56.2,35.6,1104.666667,1
58.1,35.6,1123.333333,1
58.1,35.6,1130.666667,1
56.1,35.6,1133.333333,1
51.1,35.6,1153.333333,1
53.1,35.6,1149.333333,1
58.1,35.6,1151.333333,1
59.1,35.6,1112.666667,1
59.1,35.6,1090.666667,1
55,35.6,1025.333333,1
56,35.6,1019.333333,1
52,35.6,1001.333333,1
53,35.6,1009.333333,1
56,35.6,1012.666667,1
60,35.6,1036.666667,1
60,35.6,1056,1
59,35.6,1067.333333,1
57,35.7,1093.333333,1
57,35.7,1098,1
51,35.7,1102,1
56,35.7,1102.666667,1
51.9,35.6,1124,1
60.9,35.6,1143.333333,1
54.9,35.7,1194,1
50.9,35.7,1206.666667,1
55.9,35.7,1253.333333,1
52.9,35.7,1256,1
60.9,35.7,1248.666667,1
51.9,35.7,1234,1
50.9,35.7,1234,1
52.9,35.7,1229.333333,1
51.8,35.7,1247.333333,1
57.8,35.7,1258,1
56.8,35.7,1300,1
54.8,35.7,1318,1
56.8,35.7,1007,1
59.8,35.7,1011,1
54.8,35.7,1007.5,1
57.7,35.7,1324.666667,1
51.7,35.7,1006,1
52.7,35.7,1023.5,1
59.7,35.7,1057,1
52.7,35.7,1109.5,1
54.7,35.7,1187,1
50.7,35.7,1212.5,1
51.7,35.7,1230,1
57.6,35.7,1232.5,1
52.6,35.7,1230,1
50.6,35.7,1203,1
56.6,35.7,1184.5,1
60.6,35.7,1153.5,1
56.6,35.7,1172,1
58.6,35.7,1166,1
59.6,35.7,1150,1
54.6,35.8,1134,1
55.6,35.8,1133,1
59.6,35.8,1144,1
53.6,35.8,1142.5,1
53.5,35.8,1141.5,1
60.5,35.8,1149,1
50.5,35.7,1133,1
57.5,35.7,1150,1
51.5,35.8,1141.5,1
54.5,35.8,1149,1
51.4,35.7,1425,1
57.4,35.7,1591.5,1
58.5,35.8,1616.5,1
52.5,35.8,1555,1
58.5,35.8,1425,1
56.5,35.8,1400.5,1
56.5,35.8,1439.5,1
50.5,35.8,1453,1
57.5,35.8,1479,1
60.5,35.8,1529,1
54.5,35.8,1561,1
52.5,35.8,1542.5,1
55.5,35.8,1550,1
58.5,35.8,1637,1
50.5,35.8,1812.5,1
55.5,35.8,1858,1
50.5,35.8,1888.5,1
56.5,35.8,1885,1
57.4,35.8,1892.5,1
58.4,35.8,1906,1
53.4,35.8,1899.5,1
57.4,35.8,1888.5,1
58.5,35.8,1854.5,1
53.5,35.8,1812.5,1
52.5,35.8,1749,1
57.5,35.8,1717,1
54.5,35.8,1652,1
51.5,35.8,1620,1
55.5,35.8,1585.5,1
57.5,35.8,1578.5,1
54.5,35.8,1591.5,1
53.5,35.8,1596.5,1
59.5,35.8,1595.5,1
50.5,35.8,1580.5,1
53.5,35.8,1569.5,1
60.5,35.8,1580.5,1
60.5,35.8,1623.5,1
56.4,35.8,1664,1
53.4,35.8,1697.5,1
59.4,35.8,1742.5,1
55.4,35.8,1771,1
56.4,35.8,1777,1
55.4,35.8,1789.5,1
53.4,35.8,1790.5,1
59.4,35.8,1794,1
55.3,35.8,1772,1
60.3,35.8,1764.5,1
54.3,35.8,1782,1
57.3,35.8,1782,1
50.3,35.8,1776,1
50.3,35.8,1790.5,1
51.3,35.8,1793,1
58.3,35.8,1789.5,1
51.3,35.8,1871.5,1
54.3,35.8,1945,1
55.3,35.8,2038.5,1
55.3,35.8,2103.5,1
55.3,35.8,2182,1
53.3,35.8,2245.5,1
51.3,35.8,2296,1
59.3,35.8,2256.5,1
50.3,35.8,2227.5,1
50.3,35.8,2193,1
55.3,35.8,2187,1
55.3,35.8,2185.5,1
55.3,35.8,2190.5,1
60.3,35.8,2227.5,1
53.3,35.8,2324,1
58.3,35.9,2454,1
57.3,35.9,2630.5,1
50.2,35.8,2677,1
55.2,35.8,2709,1
56.2,35.8,2749.5,1
59.2,35.8,2766.5,1
51.2,35.8,2732,1
58.2,35.8,2749.5,1
56.2,35.8,2737.5,1
59.2,35.8,2694.5,1
60.2,35.8,2691.5,1
50.2,35.8,2677,1
50.2,35.8,2694.5,1
56.2,35.8,2642,1
52.2,35.8,2656.5,1
57.2,35.8,2662.5,1
56.2,35.8,2639.5,1
54.2,35.8,2630.5,1
51.2,35.9,2619,1
53.2,35.9,2616,1
51.2,35.9,2648,1
54.2,35.9,2642,1
51.2,35.9,2625,1
50.2,35.9,2648,1
50.2,35.9,2700,1
53.2,35.9,2645,1
54.2,35.9,2639.5,1
56.2,35.9,2648,1
50.2,35.9,2680,1
52.2,35.9,2691.5,1
54.2,35.9,2755,1
60.2,35.9,2746.5,1
54.2,35.9,2801.5,1
59.2,35.9,2969.5,1
60.2,35.9,3328.5,1
60.2,35.9,3476,2
55.1,35.9,44295,2
52.1,35.9,26770,2
53.1,35.9,4715,2
56.1,35.9,43820,2
52.1,35.9,34824,2
53.1,35.9,23886,2
50.1,35.9,12363,2
58.1,35.9,14407,2
51.1,35.9,8000,2
56.1,35.9,13324,2
55.1,35.9,15818,2
54.1,35.9,24175,2
55.1,35.9,5013,2
59.1,35.9,12901,2
58.1,35.9,17937,2
55.1,35.9,27249,2
50.1,35.9,29692,2
50.1,35.9,27706,2
53.1,35.9,32793,2
59.1,35.9,33201,2
55.1,35.9,27897,2
56.1,35.9,34646,2
52.1,35.9,23133,2
59.1,35.9,3390,2
50.1,35.9,37610,2
58.1,35.9,21340,2
55.1,35.9,18296,2
55.1,35.9,22429,2
59.1,35.9,26458,2
53.1,35.9,36529,2
56.1,35.9,38970,2
53.1,35.9,22177,2
57.1,35.9,10597,2
57.1,35.9,9932,2
53.1,35.9,12754,2
59,35.9,16293,2
55,35.9,40009,2
51,35.9,3479,2
56,35.9,3473,2
58,35.9,13817,2
58,35.9,26496,2
55,35.9,14804,2
54,35.9,30008,2
51,35.9,3476,2
53,35.9,3470.5,2
34.7,28.8,800,0
36.7,28.8,800,0
34.9,28.8,800,0
34.9,28.8,800,0
36,28.9,800,0
39,28.9,800,0
37,28.8,800,0
34,28.8,800,0
38,28.8,800,0
36,28.8,800,0
34.1,28.8,800,0
35.1,28.8,800,0
39.2,28.9,800,0
34.2,28.9,800,1
35.1,28.8,800,1
39.1,28.8,808,1
34.2,28.8,806,1
38.2,28.8,824,1
35.2,28.8,930,1
35.2,28.8,968,1
37.2,28.8,1086,1
37.2,28.8,1134,1
34.2,28.8,1228,1
38.2,28.8,1246,1
39.3,28.8,1268,1
34.3,28.8,1232,1
35.4,28.9,1174,1
35.4,28.9,1124,1
34.3,28.8,1140,1
35.3,28.8,1218,1
37.4,28.9,1256,1
36.4,28.9,1257,1
36.4,28.9,1222,1
37.3,28.8,1210,1
35.3,28.8,1224,1
38.4,28.8,1220,1
39.4,28.8,1238,1
34.4,28.8,1272,1
34.4,28.8,1248,1
35.4,28.8,1256,1
37.4,28.8,1278,1
38.4,28.8,1258,1
34.4,28.8,1271,1
38.5,28.8,1284,1
38.5,28.8,1296,1
39.5,28.8,1307,1
38.5,28.8,1301,1
38.6,28.8,1318,1
34.6,28.8,1322,1
34.6,28.8,1347,1
36.6,28.8,1358,1
35.7,28.9,1362,1
37.7,28.9,1358,1
38.6,28.8,1362,1
37.6,28.8,1376,1
38.6,28.8,1405,1
39.6,28.8,1411,1
37.7,28.8,1416,1
36.7,28.8,1432,1
35.7,28.8,1493,1
39.7,28.8,1537,1
35.7,28.8,1593,1
39.7,28.8,1128.6,1
36.7,28.8,1166,1
38.7,28.8,1178.1,1
35.7,28.8,1183.6,1
37.7,28.8,1188,1
39.7,28.8,1218.8,1
36.7,28.8,1230.9,1
39.7,28.8,1239.7,1
37.7,28.8,1252.9,1
36.7,28.8,1304.6,1
36.7,28.8,1350.8,1
35.7,28.8,1349.7,1
38.7,28.8,1383.8,1
34.7,28.8,1416.8,1
35.7,28.8,872,1
36.7,28.8,891.3333333,1
37.8,28.8,907.3333333,1
35.8,28.8,952,1
38.8,28.8,989.3333333,1
39.8,28.8,982.6666667,1
37.8,28.8,996.6666667,1
37.8,28.8,1015.333333,1
39.8,28.8,1031.333333,1
36.8,28.8,1038.666667,1
36.8,28.8,1046.666667,1
37.8,28.8,1052,1
34.8,28.8,1052.666667,1
34.8,28.8,1048,1
37.8,28.8,1060.666667,1
35.8,28.8,1066.666667,1
39.8,28.8,1066.666667,1
36.8,28.8,1064.666667,1
35.9,28.8,1054.666667,1
37.9,28.8,1059.333333,1
38.9,28.8,1055.333333,1
38.9,28.8,1075.333333,1
34.9,28.8,1095.333333,1
37.9,28.8,1108,1
34.9,28.8,1123.333333,1
34.9,28.8,1130,1
37.9,28.8,1140.666667,1
35.9,28.8,1145.333333,1
38.9,28.8,1127.333333,1
34.8,28.8,1136,1
34.8,28.8,1139.333333,1
37.9,28.8,1138.666667,1
38.9,28.8,1137.333333,1
38.9,28.8,1152.666667,1
35.9,28.8,1169.333333,1
34.9,28.8,1172,1
36.9,28.8,1168,1
35.9,28.8,1181.333333,1
39.9,28.8,1198,1
36.9,28.8,1208,1
35.9,28.8,1220,1
39.9,28.8,1232,1
38.9,28.8,1229.333333,1
35.9,28.8,1228,1
34.9,28.8,1247.333333,1
34.9,28.7,1284.666667,1
36.9,28.7,1293.333333,1
38.9,28.7,1304,1
35.9,28.7,1294,1
34.9,28.7,1312,1
35.9,28.7,1312.666667,1
36.9,28.8,1300,1
36.9,28.8,1298,1
34.9,28.8,1285.333333,1
34.9,28.8,1274,1
35.9,28.7,1262.666667,1
38.9,28.7,1280.666667,1
38,28.8,1275.333333,1
38,28.8,1266.666667,1
40,28.7,1264.666667,1
36,28.7,1272.666667,1
35,28.7,1272,1
39,28.7,1281.333333,1
39,28.7,1268.666667,1
36,28.7,1277.333333,1
39,28.7,1275.333333,1
35,28.7,1292.666667,1
38,28.7,1285.333333,1
40,28.7,1295.333333,1
36,28.7,1310.666667,1
39,28.7,1314,1
38,28.7,1002,1
37,28.7,1009.5,1
40,28.7,1021,1
37,28.7,1025.5,1
35,28.7,1055.5,1
37,28.7,1074,1
36,28.7,1077.5,1
40,28.7,1086.5,1
39,28.7,1115.5,1
36,28.7,1111,1
38,28.7,1127,1
37,28.7,1128,1
39,28.7,1134,1
36,28.7,1142.5,1
40,28.7,1149,1
38.1,28.7,1144,1
36.1,28.7,1145,1
40.1,28.7,1136.5,1
39.1,28.7,1127,1
36.1,28.7,1093.5,1
39.1,28.7,1108.5,1
40.1,28.7,1100,1
37.1,28.7,1096,1
38.1,28.7,1091,1
40.1,28.7,1109.5,1
40.1,28.7,1124.5,1
38.1,28.7,1124.5,1
37.2,28.7,1119.5,1
38.2,28.7,1135.5,1
35.2,28.7,1178.5,1
38.2,28.7,1203,1
39.2,28.7,1216.5,1
38.2,28.7,1220,1
38.1,28.7,1225,1
35.1,28.7,1222.5,1
37.1,28.7,1247,1
40.1,28.7,1241,1
38.1,28.7,1252,1
38.1,28.7,1244.5,1
35.2,28.7,1248,1
39.2,28.7,1243.5,1
37.2,28.7,1238.5,1
38.2,28.7,1219,1
40.2,28.7,1231,1
37.2,28.7,1211.5,1
36.2,28.6,1227.5,1
38.2,28.6,1237,1
35.2,28.7,1239.5,1
37.2,28.7,1254.5,1
35.2,28.7,1280,1
36.2,28.7,1276.5,1
39.2,28.7,1261.5,1
37.2,28.7,1252,1
35.2,28.7,1273,1
39.3,28.7,1261.5,1
37.3,28.7,1264,1
37.3,28.7,1271.5,1
38.3,28.7,1280,1
35.3,28.7,1302,1
40.3,28.7,1338,1
35.3,28.7,1338,1
36.3,28.7,1344,1
40.2,28.6,1352.5,1
40.2,28.6,1350,1
38.3,28.7,1371,1
39.3,28.7,1376,1
36.3,28.7,1368.5,1
37.3,28.7,1384.5,1
35.2,28.6,1394,1
36.2,28.6,1400.5,1
36.2,28.6,1419,1
36.2,28.6,1422.5,1
36.2,28.6,1443.5,1
37.2,28.6,1452,1
35.2,28.6,1468,1
37.2,28.6,1454.5,1
37.3,28.7,1433.5,1
39.3,28.7,1419,1
40.3,28.6,1430,1
39.3,28.6,1449.5,1
38.3,28.6,1453,1
35.3,28.6,1479,1
38.3,28.6,1475,1
36.3,28.6,1474,1
38.3,28.6,1484,1
36.3,28.6,1488.5,1
36.3,28.6,1506,1
37.3,28.6,1501,1
40.3,28.6,1512,1
37.3,28.6,1496,1
37.3,28.6,1503.5,1
40.3,28.6,1517,1
40.3,28.6,1506,1
37.3,28.6,1523,1
40.3,28.6,1555,1
39.3,28.6,1545,1
40.4,28.6,1567,1
36.4,28.6,1560,1
38.3,28.6,1584.5,1
39.3,28.6,1577,1
37.4,28.6,1578.5,1
36.4,28.6,1560,1
35.4,28.6,1566,1
40.4,28.6,1567,1
38.4,28.6,1553.5,1
40.4,28.6,1573.5,1
39.4,28.6,1571,1
37.4,28.6,1576,1
36.4,28.6,1596.5,1
